product_name,category,rating,url,source,budget_band,rating_band,price
Cica Balm with Bija Seed Oil,Face Serums,5.0,,Sephora,medium,excellent,0
Belle de Jour Fantastic Fluid,Face Serums,5.0,,Sephora,high,excellent,0
"White Pine Meno-Reverse™ Deep Wrinkle, Plumping + Age Spot Concentrate",Face Serums,5.0,,Sephora,high,excellent,0
Herbal Hydrating Serum,Face Serums,5.0,,Sephora,medium,excellent,0
Melatonin Overnight Serum,Face Serums,5.0,,Sephora,high,excellent,0
Pycnogenol 5%,Face Serums,5.0,,Sephora,low,excellent,0
Enlightenment Serum Concentrated CBD Serum Booster for Vital Hydration & Even Skin Toner,Face Serums,5.0,,Sephora,high,excellent,0
Gentle Comfort Concentrate for Sensitive Skin,Face Serums,5.0,,Sephora,high,excellent,0
Advanced Dark Spot Correcting Serum,Face Serums,5.0,,Sephora,high,excellent,0
Pore Targeting Treatment,Face Serums,5.0,,Sephora,high,excellent,0
Repairing Treatment,Face Serums,5.0,,Sephora,high,excellent,0
Clarifying Serum,Face Serums,5.0,,Sephora,medium,excellent,0
Barrier+ Triple Lipid-Hyaluronate Serum,Face Serums,5.0,,Sephora,high,excellent,0
EGF Activating Serum,Face Serums,5.0,,Sephora,high,excellent,0
Hyaluronic Acid Hydrating Serum with Champaca Essence,Face Serums,5.0,,Sephora,high,excellent,0
Concentrated Ginseng Renewing Serum,Face Serums,5.0,,Sephora,high,excellent,0
Pure Shots Lines Away Anti-Aging Serum Refill,Face Serums,5.0,,Sephora,high,excellent,0
POWER Recharging Night Pressed Serum,Face Serums,4.5,,Sephora,high,excellent,0
ELEVATE Advanced Retinol Serum,Face Serums,4.5,,Sephora,high,excellent,0
AA (Alguronic Acid) Barrier Serum,Face Serums,4.5,,Sephora,high,excellent,0
Pore Corrector Anti-Aging Primer,Face Serums,4.5,,Sephora,high,excellent,0
Liquid Gold Exfoliating Treatment,Face Serums,4.5,,Sephora,high,excellent,0
PlantGenius® Brightening Survival Serum,Face Serums,4.5,,Sephora,high,excellent,0
MOISTURE BOUND Rejuvenating Serum,Face Serums,4.5,,Sephora,high,excellent,0
Youth Revolution Vitamin C Radiance Concentrator,Face Serums,4.5,,Sephora,high,excellent,0
Peat Miracle Revital Serum Concentrate,Face Serums,4.5,,Sephora,high,excellent,0
Squalane + 10% Lactic Acid Resurfacing Night Serum,Face Serums,4.5,,Sephora,high,excellent,0
Vinoperfect Anti Dark Spot Serum,Face Serums,4.5,,Sephora,high,excellent,0
Vinopure Natural Salicylic Acid Pore Minimizing Serum,Face Serums,4.5,,Sephora,high,excellent,0
Vinosource SOS Deep Hydration Serum,Face Serums,4.5,,Sephora,high,excellent,0
Resveratrol Lift Firming Serum,Face Serums,4.5,,Sephora,high,excellent,0
V Shaping Lift Serum,Face Serums,4.5,,Sephora,high,excellent,0
Hydra-Essentiel Bi-Phase Serum,Face Serums,4.5,,Sephora,high,excellent,0
Even Better Clinical™ Radical Dark Spot Corrector + Interrupter,Face Serums,4.5,,Sephora,high,excellent,0
Prime Pearl Deal! POREfessional Brightening Value Set,Face Sets,5.0,,Sephora,medium,excellent,0
Supersized Superstars Jumbo Primer & Bronzer Set,Face Sets,5.0,,Sephora,high,excellent,0
Late Night Line Up Mini Eye and Lip Set,Face Sets,5.0,,Sephora,medium,excellent,0
Bomb Baby Mini Lip and Face Set,Face Sets,5.0,,Sephora,medium,excellent,0
Stunna New Year Highlighter + Lip Set: Lunar New Year Edition,Face Sets,5.0,,Sephora,high,excellent,0
Epic Makeup Obsession - Bestsellers Set,Face Sets,5.0,,Sephora,high,excellent,0
Prep It. Set It. Forget It. Kit,Face Sets,5.0,,Sephora,medium,excellent,0
Crush - Technicolor Crayon Set,Face Sets,4.5,,Sephora,medium,excellent,0
Sephora PRO Face Palette,Face Sets,4.5,,Sephora,high,excellent,0
Lilly Lashes x Sephora Collection - Goal Digger Face Palette,Face Sets,4.5,,Sephora,high,excellent,0
Mood: Nude Color Collection Set,Face Sets,4.5,,Sephora,medium,excellent,0
What a Gem! Crystal Face Palette,Face Sets,4.5,,Sephora,medium,excellent,0
Nothing Beats the Original™ Complexion Kit,Face Sets,4.0,,Sephora,medium,good,0
Glow All Night Flawless Face Set,Face Sets,4.0,,Sephora,high,good,0
Chill & Glow Setting Powder & Lip Gloss Duo,Face Sets,4.0,,Sephora,medium,good,0
Prime + Set Complexion Kit,Face Sets,4.0,,Sephora,medium,good,0
Match Stix Trio,Face Sets,4.0,,Sephora,high,good,0
Chinese New Year Prisme Libre Finishing & Setting Powder,Face Sets,4.0,,Sephora,high,good,0
Prime & Set Mini Duo,Face Sets,4.0,,Sephora,medium,good,0
High on Pretty Set - Runway Collection,Face Sets,4.0,,Sephora,high,good,0
Triple The Kush Set,Face Sets,4.0,,Sephora,medium,good,0
Mini Nudies 3-Piece Kit,Face Sets,4.0,,Sephora,medium,good,0
Creaseless Concealer Value Set,Face Sets,4.0,,Sephora,medium,good,0
Power Couple Customizable Foundation Set,Face Sets,3.5,,Sephora,high,average,0
Watermelon Burst Hydrating Face Primer & Lip Oil,Face Sets,3.5,,Sephora,medium,average,0
Soft Matte Complexion Essentials,Face Sets,3.5,,Sephora,high,average,0
Transformative Mini Set,Face Sets,3.5,,Sephora,high,average,0
Dew Everything Mini Coconut Gel Highlighter and Primer Set,Face Sets,3.5,,Sephora,high,average,0
Nude + Red Hot Lips 3-Piece Mini Set,Face Sets,3.5,,Sephora,medium,average,0
Medium Customizable Foundation Set with Too Faced Born This Way Foundation,Face Sets,3.5,,Sephora,high,average,0
Deep Customizable Foundation Set with Too Faced Born This Way Foundation,Face Sets,3.5,,Sephora,high,average,0
Try-Me: Face Primer Mini Set,Face Sets,3.5,,Sephora,medium,average,0
Try-Me: Fan Faves Mini Face Set,Face Sets,3.5,,Sephora,medium,average,0
Limitless Foundation Customizable Set,Face Sets,3.5,,Sephora,high,average,0
Hydrating Complexion Essentials ,Face Sets,3.0,,Sephora,high,average,0
Sealed With A Kiss Powder & Mist Set,Face Sets,3.0,,Sephora,medium,average,0
Sea & Sun Nude Beach Palette,Face Sets,2.5,,Sephora,high,poor,0
Diorshow Pump 'N' Volume Mascara and Lipstick Set,Face Sets,2.0,,Sephora,medium,poor,0
The Power Couple Lash & Lip Cult Faves Starter Set,Face Sets,2.0,,Sephora,medium,poor,0
The POREfessional Big Prime Deal Smoothing Pore Primer Set,Face Sets,0.0,,Sephora,medium,poor,0
Beloved Bestsellers Iconic Eye and Lip Set,Face Sets,0.0,,Sephora,high,poor,0
Teint Idole Ultra Long Wear Flawless Foundation Customizable Set ,Face Sets,0.0,,Sephora,high,poor,0
"Damn Girl, Those Lashes & Lips! Set",Face Sets,0.0,,Sephora,medium,poor,0
All Hours Foundation Customizable Set,Face Sets,0.0,,Sephora,high,poor,0
ER+ Radical Recovery After-Sun Lotion,Face Sunscreen,5.0,,Sephora,medium,excellent,0
Invisible Physical Defense Sunscreen SPF 30,Face Sunscreen,5.0,,Sephora,high,excellent,0
Every Sun Day™ Sun Fluid SPF 50+,Face Sunscreen,5.0,,Sephora,high,excellent,0
Every Sun Day™ Mineral Sunscreen SPF 50+,Face Sunscreen,5.0,,Sephora,high,excellent,0
Daily UV Defense Sunscreen SPF 36,Face Sunscreen,5.0,,Sephora,medium,excellent,0
Future Solution LX Total Protective Cream Broad Spectrum SPF 20 Sunscreen,Face Sunscreen,5.0,,Sephora,high,excellent,0
SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,Face Sunscreen,4.5,,Sephora,medium,excellent,0
Squalane + Zinc Sheer Mineral Sunscreen SPF 30 PA +++,Face Sunscreen,4.5,,Sephora,medium,excellent,0
Broad Spectrum SPF 30 Mineral Sunscreen Lotion for Body,Face Sunscreen,4.5,,Sephora,medium,excellent,0
Pep-Start Daily UV Protector Broad Spectrum SPF 50,Face Sunscreen,4.5,,Sephora,medium,excellent,0
Full Spectrum 360° Sun Silk Drops Organic Sunscreen SPF 30,Face Sunscreen,4.5,,Sephora,high,excellent,0
Dynamic Skin Recovery SPF50 Moisturizer,Face Sunscreen,4.5,,Sephora,high,excellent,0
Green Defense Daily Mineral Sunscreen,Face Sunscreen,4.5,,Sephora,high,excellent,0
Weightless Liquid Mineral SPF 30,Face Sunscreen,4.5,,Sephora,medium,excellent,0
The Broad Spectrum SPF 50 UV Protecting Fluid,Face Sunscreen,4.5,,Sephora,high,excellent,0
Sheer Fluid Sun Shield Broad Spectrum SPF 30 Sunscreen,Face Sunscreen,4.5,,Sephora,high,excellent,0
Mineral Crème Broad Spectrum SPF 50 UVA-UVB Sunscreen,Face Sunscreen,4.5,,Sephora,medium,excellent,0
City Skin Age Defense Broad Spectrum SPF 50 PA++++,Face Sunscreen,4.5,,Sephora,high,excellent,0
Max Mineral Naked Broad Spectrum SPF 45,Face Sunscreen,4.5,,Sephora,high,excellent,0
Gradual Self-Tanning Face Gel,Face Sunscreen,4.5,,Sephora,medium,excellent,0
Ultimate Sun Protector Lotion SPF 50+ Sunscreen,Face Sunscreen,4.5,,Sephora,high,excellent,0
Urban Environment Oil-Free UV Protector Broad Spectrum Face Sunscreen SPF 42,Face Sunscreen,4.5,,Sephora,high,excellent,0
Ultimate Sun Protector Cream SPF 50+ Face Sunscreen,Face Sunscreen,4.5,,Sephora,high,excellent,0
Clear Stick UV Protector WetForce Broad Spectrum Sunscreen SPF 50+,Face Sunscreen,4.5,,Sephora,medium,excellent,0
My Sol Stick SPF 50,Face Sunscreen,4.5,,Sephora,medium,excellent,0
Unseen Sunscreen SPF 40,Face Sunscreen,4.5,,Sephora,medium,excellent,0
PLAY Everyday Lotion SPF 50 with Sunflower Extract,Face Sunscreen,4.5,,Sephora,medium,excellent,0
PLAY Everyday Lotion SPF 30 with Sunflower Extract,Face Sunscreen,4.5,,Sephora,medium,excellent,0
Silken Pore Perfecting Sunscreen Broad Spectrum SPF 35 PA+++,Face Sunscreen,4.5,,Sephora,high,excellent,0
Prismatic Luminizing Shield SPF 50,Face Sunscreen,4.5,,Sephora,high,excellent,0
Sunscreen Care Oil Spray Broad Spectrum SPF 30,Face Sunscreen,4.0,,Sephora,high,good,0
UV PLUS Anti-Pollution Sunscreen Multi-Protection Tint SPF 50,Face Sunscreen,4.0,,Sephora,high,good,0
Broad Spectrum SPF 50 Sunscreen Face Cream,Face Sunscreen,4.0,,Sephora,medium,good,0
City Block Sheer Oil-Free Daily Face Protector SPF 25,Face Sunscreen,4.0,,Sephora,medium,good,0
Mineral Sun Silk Crème SPF 30,Face Sunscreen,4.0,,Sephora,high,good,0
Daydream™ Mineral Primer SPF 30,Face Sunscreen,4.0,,Sephora,high,good,0
Dark Spot Sun Defense Broad Spectrum SPF 50,Face Sunscreen,4.0,,Sephora,high,good,0
Instant Radiance Sun Defense Sunscreen Broad Spectrum SPF 40,Face Sunscreen,4.0,,Sephora,high,good,0
Sheer Mineral Sun Spray SPF 50,Face Sunscreen,4.0,,Sephora,high,good,0
Anti-Aging Armour Tinted Sunscreen SPF 50+,Face Sunscreen,4.0,,Sephora,high,good,0
Argan Daily Moisturizer SPF 47 ,Face Sunscreen,4.0,,Sephora,medium,good,0
Argan Daily Moisturizer Tinted SPF 47 Protect + Perfect,Face Sunscreen,4.0,,Sephora,high,good,0
Super Fluid UV Mineral Defense Titanium Dioxide Sunscreen Broad Spectrum SPF 50+,Face Sunscreen,4.0,,Sephora,high,good,0
Max Sheer All Day Moisture Defense Lotion SPF 30 Sunscreen Lotion,Face Sunscreen,4.0,,Sephora,high,good,0
Urban Environment UV Protection Cream Broad Spectrum SPF 40 For Face/Body,Face Sunscreen,4.0,,Sephora,high,good,0
White Lucent Day Emulsion Broad Spectrum SPF 23,Face Sunscreen,4.0,,Sephora,high,good,0
Glowscreen Sunscreen SPF 40,Face Sunscreen,4.0,,Sephora,high,good,0
Mattescreen Sunscreen SPF 40,Face Sunscreen,4.0,,Sephora,high,good,0
Glow Stick SPF 50,Face Sunscreen,4.0,,Sephora,medium,good,0
Zincscreen 100% Mineral Lotion SPF 40 PA+++,Face Sunscreen,4.0,,Sephora,high,good,0
Face Buff Energizing Scrub,Face Wash,5.0,,Sephora,medium,excellent,0
Age Defender Dual-Action Exfoliating Cleanser,Face Wash,5.0,,Sephora,medium,excellent,0
Invigorating Face Scrub,Face Wash,5.0,,Sephora,medium,excellent,0
Glycolic Facial Cleanser,Face Wash,4.5,,Sephora,medium,excellent,0
Facial Scrub,Face Wash,4.5,,Sephora,high,excellent,0
Charcoal Face Wash,Face Wash,4.5,,Sephora,medium,excellent,0
Face Scrub,Face Wash,4.5,,Sephora,medium,excellent,0
Oil Control Face Wash,Face Wash,4.5,,Sephora,medium,excellent,0
Face Soap With Dish,Face Wash,4.5,,Sephora,medium,excellent,0
Pure Clean Daily Facial Cleanser,Face Wash,4.5,,Sephora,medium,excellent,0
Deep Dive™ Glycolic Facial Cleanser,Face Wash,4.5,,Sephora,medium,excellent,0
"All-Over Wash For Face, Hair & Body",Face Wash,4.5,,Sephora,medium,excellent,0
Facial Fuel Energizing Face Wash,Face Wash,4.5,,Sephora,medium,excellent,0
Multi-Action Face Wash,Face Wash,4.5,,Sephora,medium,excellent,0
Oil Eliminator Deep Cleansing Exfoliating Face Wash For Men,Face Wash,4.0,,Sephora,medium,good,0
Face Wash,Face Wash,3.5,,Sephora,medium,average,0
Exfoliating Energy Scrub,Face Wash,3.0,,Sephora,high,average,0
Oil Control Clay Cleanser + Mask,Face Wash,0.0,,Sephora,medium,poor,0
Balancing Cleanser,Face Wash & Cleansers,5.0,,Sephora,high,excellent,0
Soothing Face Cleanser Oil,Face Wash & Cleansers,5.0,,Sephora,high,excellent,0
Skin Renewing Peel Treatment Glycolic Acid Cleanser,Face Wash & Cleansers,5.0,,Sephora,high,excellent,0
Active Clay Prebiotic Cleanser,Face Wash & Cleansers,5.0,,Sephora,high,excellent,0
Enzyme Cleanser,Face Wash & Cleansers,5.0,,Sephora,high,excellent,0
Darker Skin Tones Enzyme Cleanser,Face Wash & Cleansers,5.0,,Sephora,high,excellent,0
Volcanic Clusters Pore Clearing Facial Foam,Face Wash & Cleansers,5.0,,Sephora,low,excellent,0
Dermatologist Solutions™ Centella Sensitive Facial Cleanser,Face Wash & Cleansers,5.0,,Sephora,medium,excellent,0
Moor Cream Cleanser,Face Wash & Cleansers,5.0,,Sephora,high,excellent,0
No Makeup Easy Rinse Makeup-Removing Cleanser,Face Wash & Cleansers,5.0,,Sephora,high,excellent,0
Purity Made Simple Micellar Cleansing Water Mini,Face Wash & Cleansers,5.0,,Sephora,low,excellent,0
Chamomile Micellar Cleansing Water,Face Wash & Cleansers,5.0,,Sephora,medium,excellent,0
Deep Cleansing Wash,Face Wash & Cleansers,5.0,,Sephora,high,excellent,0
Evercalm™ Gentle Cleansing Gel,Face Wash & Cleansers,5.0,,Sephora,medium,excellent,0
Complete Cleansing Microfoam,Face Wash & Cleansers,5.0,,Sephora,high,excellent,0
Extra Rich Cleansing Milk,Face Wash & Cleansers,5.0,,Sephora,high,excellent,0
27% Glycolic Acid Facial Cleanser,Face Wash & Cleansers,5.0,,Sephora,high,excellent,0
B002ZX56D6,Face Wash & Cleansers,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODI3ODE4OTIwODY0ODk1OjE2ODAwNjg0NDU6c3BfYXRmX2Jyb3dzZToyMDExODQwMzc1NTA5ODo6MDo6&url=%2FAvon-Naturals-Honey-Nourishing-Cleanser%2Fdp%2FB01GIHWO2K%2Fref%3Dsr_1_1_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D1f9b873b-851b-4ef7-9137-1a1dc23c575a%26pf_rd_r%3D76BM2ADV9TQD1B275FZF%26pf_rd_s%3Dmerchandised-search-11%26qid%3D1680068445%26refinements%3Dp_72%253A1318477031%26s%3Dbeauty%26sr%3D1-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,unknown,excellent,0
B002ZW3FNA,Face Wash & Cleansers,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODI3ODE4OTIwODY0ODk1OjE2ODAwNjg0NDU6c3BfYXRmX2Jyb3dzZToyMDEyOTgzMjM1Nzc5ODo6MDo6&url=%2FAvon-Naturals-Rose-Pearl-Cleanser%2Fdp%2FB018X9RVJM%2Fref%3Dsr_1_2_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D1f9b873b-851b-4ef7-9137-1a1dc23c575a%26pf_rd_r%3D76BM2ADV9TQD1B275FZF%26pf_rd_s%3Dmerchandised-search-11%26qid%3D1680068445%26refinements%3Dp_72%253A1318477031%26s%3Dbeauty%26sr%3D1-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,unknown,excellent,0
B002ZVESI2,Face Wash & Cleansers,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODI3ODE4OTIwODY0ODk1OjE2ODAwNjg0NDU6c3BfYXRmX2Jyb3dzZToyMDEyODI0NTk1MTc5ODo6MDo6&url=%2FDr-Batras-Natural-Cleansing-Milk%2Fdp%2FB08PQJXJ9Q%2Fref%3Dsr_1_3_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D1f9b873b-851b-4ef7-9137-1a1dc23c575a%26pf_rd_r%3D76BM2ADV9TQD1B275FZF%26pf_rd_s%3Dmerchandised-search-11%26qid%3D1680068445%26refinements%3Dp_72%253A1318477031%26s%3Dbeauty%26sr%3D1-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1%26smid%3DA2UKDIBGGCRYL5,Amazon,unknown,excellent,0
B002ZTV9SG,Face Wash & Cleansers,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODI3ODE4OTIwODY0ODk1OjE2ODAwNjg0NDU6c3BfYXRmX2Jyb3dzZToyMDEwMzA0MTE1NDk5ODo6MDo6&url=%2FSqualane-Cleansing-Impurities-Dissolve-Unclogged%2Fdp%2FB099K5J74Z%2Fref%3Dsr_1_4_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D1f9b873b-851b-4ef7-9137-1a1dc23c575a%26pf_rd_r%3D76BM2ADV9TQD1B275FZF%26pf_rd_s%3Dmerchandised-search-11%26qid%3D1680068445%26refinements%3Dp_72%253A1318477031%26s%3Dbeauty%26sr%3D1-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,unknown,excellent,0
B002ZTT9II,Face Wash & Cleansers,5.0,https://www.amazon.in/Himalaya-Herbals-Purifying-Neem-150ml/dp/B010Z0LH8I/ref=sr_1_5?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-5,Amazon,unknown,excellent,0
B002ZSW7OC,Face Wash & Cleansers,5.0,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-125ml/dp/B01CCGW4OE/ref=sr_1_6?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-6,Amazon,unknown,excellent,0
B002ZSW7MY,Face Wash & Cleansers,5.0,https://www.amazon.in/Minimalist-Salicylic-Sulphate-Cleanser-Pimples/dp/B096PJMGPL/ref=sr_1_7?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-7,Amazon,unknown,excellent,0
B002ZRQRFI,Face Wash & Cleansers,5.0,https://www.amazon.in/Himalaya-Neem-Face-Wash-200ml/dp/B006G83ZXO/ref=sr_1_8?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-8,Amazon,unknown,excellent,0
B002ZQ9COM,Face Wash & Cleansers,5.0,https://www.amazon.in/Mamaearth-Natural-Turmeric-Saffron-brightning/dp/B07FPV716J/ref=sr_1_9?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-9,Amazon,unknown,excellent,0
B002ZOU4SW,Face Wash & Cleansers,5.0,https://www.amazon.in/Simple-Kind-Refreshing-Facial-Globalbeauty/dp/B000LQUA6M/ref=sr_1_10?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-10,Amazon,unknown,excellent,0
B002ZNJYRA,Face Wash & Cleansers,5.0,https://www.amazon.in/Cetaphil-Cleanser-Oily-Skin-125ml/dp/B01CCGW732/ref=sr_1_11?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-11,Amazon,unknown,excellent,0
B002ZNJU7Y,Face Wash & Cleansers,5.0,https://www.amazon.in/Biotique-Visible-Ageless-Papaya-Scrub/dp/B07DPRHCH5/ref=sr_1_12?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-12,Amazon,unknown,excellent,0
B002ZNJJLQ,Face Wash & Cleansers,5.0,https://www.amazon.in/Mamaearth-Vitamin-Face-Turmeric-Illumination/dp/B089W938BR/ref=sr_1_13?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-13,Amazon,unknown,excellent,0
B002ZNJIJE,Face Wash & Cleansers,5.0,https://www.amazon.in/Biotique-White-Advanced-Fairness-Transparent/dp/B07QF7LNVD/ref=sr_1_14?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-14,Amazon,unknown,excellent,0
B002ZNJIGM,Face Wash & Cleansers,5.0,https://www.amazon.in/Garnier-Bright-Double-Charcoal-Facewash/dp/B08PQLBM2M/ref=sr_1_15?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-15,Amazon,unknown,excellent,0
B002ZNJI9Y,Face Wash & Cleansers,5.0,https://www.amazon.in/Derma-Co-Salicylic-Witch-Active/dp/B095J52W7P/ref=sr_1_16?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-16,Amazon,unknown,excellent,0
B002ZNJI9O,Face Wash & Cleansers,5.0,https://www.amazon.in/Garnier-Naturals-Micellar-Cleansing-Water/dp/B06ZZ5XVR7/ref=sr_1_17?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-17,Amazon,unknown,excellent,0
B002ZNJI94,Face Wash & Cleansers,5.0,https://www.amazon.in/Lotus-Herbals-Whiteglow-Cleansing-Whitening/dp/B00EU4YX82/ref=sr_1_18?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-18,Amazon,unknown,excellent,0
B002ZNJI8U,Face Wash & Cleansers,5.0,https://www.amazon.in/WOW-Organic-Vinegar-Foaming-Built/dp/B07SQXPW35/ref=sr_1_19?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-19,Amazon,unknown,excellent,0
B002ZNJI8K,Face Wash & Cleansers,5.0,https://www.amazon.in/Himalaya-Moisturizing-Aloe-Vera-200ml/dp/B074M3Z6Q5/ref=sr_1_20?pf_rd_i=1355016031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=1f9b873b-851b-4ef7-9137-1a1dc23c575a&pf_rd_r=76BM2ADV9TQD1B275FZF&pf_rd_s=merchandised-search-11&qid=1680068445&refinements=p_72%3A1318477031&s=beauty&sr=1-20,Amazon,unknown,excellent,0
B002ZNJI80,Face Wash & Cleansers,5.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODI3ODE4OTIwODY0ODk1OjE2ODAwNjg0NDU6c3BfbXRmX2Jyb3dzZToyMDAzNzYwMzY5Mjg5ODo6MDo6&url=%2FKanpeki-Labs-Milkina-Cleanser-Suitable%2Fdp%2FB09Q68PBCN%2Fref%3Dsr_1_21_sspa%3Fpf_rd_i%3D1355016031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D1f9b873b-851b-4ef7-9137-1a1dc23c575a%26pf_rd_r%3D76BM2ADV9TQD1B275FZF%26pf_rd_s%3Dmerchandised-search-11%26qid%3D1680068445%26refinements%3Dp_72%253A1318477031%26s%3Dbeauty%26sr%3D1-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,unknown,excellent,0
